
Oct 16, 2018 02:48:28.58 NEW SESSION
Oct 16, 2018 12:57:37.74 [4260:4556:1016/125737.747:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 16, 2018 12:58:03.87 [4260:6604:1016/125803.872:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 16, 2018 12:58:20.26 [4260:4556:1016/125820.262:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 16, 2018 12:58:47.12 [4260:6604:1016/125847.121:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 16, 2018 13:00:09.40 [4260:4556:1016/130009.404:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 16, 2018 13:00:10.46 [4260:6604:1016/130010.462:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 16, 2018 13:01:38.27 [4260:4556:1016/130138.279:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -21
Oct 16, 2018 20:46:30.65 [4260:6604:1016/204630.656:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 16, 2018 20:46:31.49 [4260:4556:1016/204631.448:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -105
Oct 16, 2018 20:46:35.78 [4260:4556:1016/204635.784:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -21
Oct 16, 2018 20:54:09.76 [4260:4556:1016/205409.767:ERROR:socket_stream.cc(210)] Closing stream with result -101
Oct 16, 2018 20:54:09.78 [4260:4556:1016/205409.783:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -105

Oct 19, 2018 02:13:47.15 NEW SESSION
Oct 19, 2018 02:13:47.15 [6464:6260:1019/021347.148:ERROR:component_installer.cc(123)] Move failed.: Access is denied. (0x5)
